date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
4/9/1999 23:44,edmond,ok,us,fireball,5,5 seconds,west bound I 44 10miles east okla city ok fireball flash and then something faling to ground estimated altitude 18000 feet. light so br,4/26/1999,35.6527778,-97.4777778
4/9/1999 23:45,marmora,nj,us,unknown,5,5 seconds,Bright Orange Light In Sky.,4/26/1999,39.2666667,-74.6452778
5/10/1948 19:00,scipio,in,us,sphere,10,10 seconds,Round red glowing ball going west in Northern sky.,4/16/2005,39.0791667,-85.7175
5/10/1964 02:00,pineville,ky,us,unknown,900,15 minutes,05/10/64 02:00 Little Creek KY      humming noise/house shaking,11/8/2003,36.7619444,-83.695
5/10/1964 19:00,vancouver (canada),bc,ca,NA,900,15 minutes,When I was babysitting my brother and sister in Vancouver we heard a sound that was loud and deep-so loud we ran outside to find the so,4/27/2007,49.25,-123.133333
5/11/1966 00:00,tulsa,ok,us,rectangle,600,10 min,V shape object moving in a V shape.,6/18/2004,36.1538889,-95.9925
5/10/1967 11:00,fallon,nv,us,oval,1200,20 min&#44,05/10/1967 23:00 fallon&#44 nevada&#44 glow on horizen&#44 followed by&#44 hovering colored discs&#44 20 minutes,1/31/2011,39.4736111,-118.7763889
5/10/1974 19:00,athens,ga,us,circle,180,3 minutes,Bright red curcular light viewed as stationary....after 3 minutes took off at great speed...no contrails or lights.,12/7/2006,33.9608333,-83.3780556
5/10/1976 11:00,covelo,ca,us,disk,6,6seconds,BRIGHT OBJECT ENTERS VALLEY WHILE WE ARE ON THE PLAYGROUND.,4/16/2005,39.7930556,-123.2469444
5/10/1976 20:15,new danville,pa,us,disk,900,15 minutes,A bright white glowing disc that sat stationary above the village for some minutes.,5/13/2012,39.9863889,-76.3152778
5/10/1977 01:00,kemah,tx,us,light,15,10-15 seconds,A white &quot;star&quot; in the sky began to spiral and zig zag in the sky then zoomed off and  disappeared.,1/19/2005,29.5425,-95.0202778
5/10/1978 20:30,san diego,ca,us,changing,1500,25 minutes,UFO hovering behind our backyard&#44 the night of May 10&#441978,8/5/2001,32.7152778,-117.1563889
5/10/1978 20:30,sandwich,ma,us,triangle,300,5 minutes,Irregularly-shaped large elongated triangle with blue after-glow seen soundlessly moving over Cape Cod.,10/30/2006,41.7588889,-70.4944444
5/10/1979 17:00,montreal (canada),qc,ca,circle,55,55 seconds,TEN BRIGHT SPHERES WERE DESCENDING THROUGH THE CLOUDS&#44 ONCE THEY WERE CLEAR THROUGH MY CAMERA LENS AND I SNAPPED THE PICTURE THEY ASCEN,6/20/2005,45.5,-73.583333
5/10/1980 10:30,gladstone,mi,us,light,180,3 mins,UFO with Lights in Bay View Location on Little Bay de Noc Shore line,3/18/2014,45.8527778,-87.0216667
5/10/1980 10:30,gladstone,mi,us,light,180,3 minutes,UFO with Lights in Bay View Location on Little Bay de Noc Shore line.,3/18/2014,45.8527778,-87.0216667
5/10/1980 13:00,milford,ct,us,other,10800,3 hours,Strange craft over house&#44 possible abduction,7/4/2012,41.2222222,-73.0569444
5/10/1980 20:00,wilton,ca,us,light,4,3-4 seconds,Two lights&#44 one amber&#44 one green&#44 taking turns passing each other&#44 very fast&#44 high up,3/19/2002,38.4119444,-121.2711111
5/10/1983 23:15,bremerton,wa,us,triangle,5,5 seconds,Triangular-shaped object moving in perfect silence in the night sky,5/12/2011,47.5675,-122.6313889
5/10/1985 06:00,magna,ut,us,sphere,15,15 seconds,25&#39 mirror ball traveling 60&#39 up at 300 mph on a clear morning. passed about 100 feet from us .,11/21/2010,40.7091667,-112.1008333
5/10/1986 21:30,crab orchard,ky,us,light,900,15 minutes,A ufo hovered in the sky for about 15 minutes. It shot down a blue beam of light.,1/22/2000,37.4644444,-84.5066667
5/10/1987 23:30,selden,ny,us,other,20,20 seconds,Saw a star stop make two 90 degree turns then vanish,3/21/2003,40.8663889,-73.0361111
5/10/1989 11:00,tucson,az,us,other,1200,20 minutes,We chased Giant Gray Cubes through the desert near Tucson&#44 AZ.,7/13/2005,32.2216667,-110.9258333
5/10/1991 02:00,peru,in,us,disk,600,10 minutes,Saucer lights up farmhouse&#44 tree&#44 and puts on a light show for two unsuspected teenagers.,2/1/2007,40.7536111,-86.0688889
5/10/1992 09:45,acton to chelmsford,ma,NA,triangle,3600,30-60 mins,RE: Large Triangular object just outside Boston,5/14/2002,42.485093,-71.43284
5/10/1992 09:45,carlsbad,nm,us,triangle,5,5 seconds,Triangle-shaped craft hovers silently over the Pecos River.,12/2/2013,32.4205556,-104.2283333
5/10/1992 10:00,green bay,wi,us,disk,3,3 seconds,UFO VIDEO TAPED BY T.V. CAMERMAN,1/31/2004,44.5191667,-88.0197222
5/10/1992 10:30,allston,ma,us,triangle,5400,1.5 hours,Large Triangular object just outside Boston,10/12/2001,42.3583333,-71.1263889
5/10/1993 13:00,laramie (south of),wy,us,formation,60,one minute,Formation of Tremonton-like &quot;daylight disks&quot; in Wyoming,10/31/2003,41.3113889,-105.5905556
5/10/1993 22:00,phoenix,az,us,sphere,30,30 seconds,This was a brief encounter on a clear night. The silence of the passing of the object is what struck me the most.,4/13/2010,33.4483333,-112.0733333
5/10/1994 21:24,frankfort,mi,NA,unknown,1800,30 minutes,Large flashing light extending down from sky to lake Michigan.,1/28/1999,44.63361,-86.23454
5/10/1995 03:00,columbia,mo,us,NA,120,2 min.,Man repts. son&#39s bizarre sighting of small humanoid creature in back yard.  Reptd. in Acteon Journal&#44 St. Louis UFO newsletter.,11/2/1999,38.9516667,-92.3338889
5/10/1995 19:00,houston  (west),tx,us,light,7200,2 hrs,Swirling lights coming out of larger light at high altitude. Fast with trails.  Aware of us observing.,12/16/1999,29.7630556,-95.3630556
5/10/1995 19:00,whiteriver,az,us,light,300,5 minutes,lights over apache community,11/21/2010,33.8369444,-109.9636111
5/10/1996 21:30,everett,wa,us,NA,20,20 sec.,Man looking N&#44 sees &quot;line of lights&#44 cascading L to R&#44&quot; streak  to N horizon.  No sound.  No craft visbl.(Very detailed written rept.),11/2/1999,47.9791667,-122.2008333
5/10/1997 00:00,austin,tx,us,flash,3,3 seconds,it flashed very bright and then took off at the speed of light with a blue trail following it.,12/3/2004,30.2669444,-97.7427778
5/10/1997 00:25,provo/orem/salt lake city,ut,NA,light,120,2 mins,Saw a white yellowish light performing vertical and horizontial maneouvers in the northern sky.  At one point it elongated itself and m,1/28/1999,40.760779,-111.891047
5/10/1997 04:10,neoga (6 mi. west),il,us,triangle,300,5 minutes,A 300 TRIANGULAR SHAPED CRAFT&#44 WITH HUNDREDSOF RED DOT LIGHTS&#44 FLEW DIRECTLY OVER HEAD&#44MAKING NO NOISE&#44 200 HUNDRED FEET OVER TREE LINE,1/28/1999,39.3194444,-88.4527778
5/10/1997 21:00,southside (gadsden),al,us,other,180,@2-3 minutes,Two bright objects hovering one moment then taking off at high speeds&#44 beyond aircraft speeds.  These two objects seemed to stop and go,1/28/1999,33.9244444,-86.0225
5/10/1997 21:50,sedona,az,us,light,600,5-10 mins,A very bright palsing light with smaller bright object flying around larger object.,1/28/1999,34.8697222,-111.7602778
5/10/1997 22:45,los padres national forest (ventura co.),ca,NA,other,300,5min.,Observed two objects. One with flashing multi-colored lights&#44 the second&#44 somewhat bell-shaped with two white-yellow lights. They hover,1/28/1999,34.597241,-119.510771
5/10/1997 23:00,azle,tx,us,circle,300,3-5 min.,Saw circle of flames that then reduced size to single light&#44travelled quickly across the sky and was followed by military fighter plane,10/19/1999,32.895,-97.5455556
5/10/1997 23:59,winthrop,wa,us,other,7200,2 hours,Objects observed in mountain sky,8/5/2001,48.4780556,-120.185
5/10/1998 10:00,seattle,wa,us,fireball,60,60 sec,Walking from cruise ship to Space Needle.  What appeared to be a Military flair white light with trailing smoke ?Airplane crash.  Looki,1/28/1999,47.6063889,-122.3308333
5/10/1998 19:00,grand rapids,mn,us,unknown,10,10 seconds,Too bright for this earth.,3/2/2004,47.2372222,-93.53
5/10/1998 21:30,carpentersville,il,us,circle,60,1 minute,Bright round object in sky,9/19/2002,42.1211111,-88.2577778
5/10/1999 03:00,oak ridge,nc,us,triangle,1200,20min,at apox. 3am I woke up to the dog going crazy and a strange hum.outside my father and I saw an object just sitting on the tree line,7/5/1999,36.1733333,-79.9891667
5/10/1999 07:30,howell township (rte. 33),nj,NA,triangle,1380,2&#443 mins.,saw at great alt. lg. triangular aircraft going east twards the ocean two smaller aircraft accompaining it one at right nose and one at,2/16/2000,40.164579,-74.208267
5/10/1999 11:30,little rock,ar,us,triangle,300,5 minutes or so,Stealth Black Triangular Platform with bronze plasma looking lights on the corners,10/12/2001,34.7463889,-92.2894444
5/10/1999 12:15,memphis,tn,us,disk,75,75 seconds,Contact ((name delet @(901)((deleted)) or ((deleted)) Radio Show hotline  @(901) for one page of complete account.,5/24/1999,35.1494444,-90.0488889
5/10/1999 21:00,spencer,ny,us,light,60,about 1 minute,Light came from over our hill and started circulating above us.,7/14/1999,42.2097222,-76.4936111
5/10/1999 22:15,forest hills,ny,us,triangle,8,5-8 seconds,Very large&#44 fast moving triangular shaped object seen moving from SW to NE over Metro NYC nightsky.,5/24/1999,40.7161111,-73.8505556
5/10/1999 22:30,grantsville&#44 w.v.,wv,NA,teardrop,90,01:30,I saw the ship zooming thriugh the air back and forth. Then let out a huge ray of light like a giant spot light of some sort.the craft,5/24/1999,38.925622,-81.086698
5/10/1999 23:30,edinburgh (uk/scotland),NA,gb,formation,10,10secs,a formation of aprox 15 tiny red oblongs in an oblong shape &#441 inch in size due north of the city. with a small number of things of the,5/24/1999,55.833333,-3.083333
5/11/1966 19:30,east liverpool,oh,us,triangle,600,10 minutes,silver triangle seen early evening by school choir,5/27/2003,40.6186111,-80.5775
5/11/1981 23:00,warminster (uk/england),NA,gb,circle,120,2 minutes,Hi&#44 My signting was a long time ago (1981). Although at the time I went to the Police station and reported the sighting and told everyo,10/30/2012,51.203611,-2.180833
5/11/1982 20:00,piscataway,nj,us,disk,300,5 mintues,Air Force trailed UFO in Piscataway NJ 1982.,2/14/2008,40.4991667,-74.3994444
5/11/1991 14:00,huntington beach,ca,us,other,120,2 minutes,Burning Magnesium Orbs,7/8/2004,33.6602778,-117.9983333
5/11/1991 22:30,phoenix,az,us,circle,120,2 minutes,Glowing white sphere moving rapidly west to east high rate of speed and absolutely silent. Phoenix PD confirmed sightings,5/9/2003,33.4483333,-112.0733333
5/11/1994 22:00,new york city (brooklyn),ny,us,circle,15,10-15 seconds,I observed a round black object pass in front of the moon through my telescope.,10/2/1999,40.7141667,-74.0063889
5/11/1995 00:15,palm desert,ca,us,NA,2700,45 min.,Man repts. two &quot;stars&quot; that appear to be moving erratically.  (Possible twinkling star&#44  except for reported motion of objects.),11/2/1999,33.7222222,-116.3736111
5/11/1996 17:00,norwood,pa,us,formation,120,2 minutes,18 Bright fast &quot;Pearl&quot; like UFOs in group between  Philadelphia &amp; Delawre crossed I-95,11/21/2010,39.8916667,-75.3
5/11/1997 04:27,ottawa (canada),on,ca,circle,300,5 minute,Got up to go to washroom at 4:27am looked out my window and saw a shining objet hovering outside for about 2 minutes then speed off.,12/2/2000,45.416667,-75.7
5/11/1997 12:00,porter,tx,us,other,900,15 minutes,We saw &quot;rocks&quot; floating in the air&#44 they drifted over the trees.  They appeared to be floating.  Atleast 10 cars were pulled over on th,1/28/1999,30.1022222,-95.2294444
5/11/1997 23:00,greenwich,ct,us,triangle,120,2 minutes,Slow moving&#44 quiet very large triangular shaped craft just above the tree line.,11/28/2007,41.0263889,-73.6288889
5/11/1998 22:12,south holland,il,us,disk,30,30 sec.s,4 disk shaped objects traveling in a NNE direction.Emiting no sound and appearing to change course to ENE after reaching Lake Michigan.,1/28/1999,41.6008333,-87.6069444
5/11/1999 04:35,marietta,ga,us,circle,3,2-3 seconds,Green ball off light,5/24/1999,33.9525,-84.55
5/11/1999 09:00,cold lake (canada),ab,ca,triangle,30,30 seconds,((HOAX.  Note flawed date.))   UFO SEEN OVER COLD LAKE,10/30/2006,54.465,-110.183056
5/11/1999 09:30,corcoran,ca,us,other,30,30 seconds,It was dark so i only saw two lights. the one on the left was cnstantly blinking while the other was kept on. Both were green in color.,9/19/2002,36.0980556,-119.5594444
5/11/1999 20:10,wichita,ks,us,light,45,45 seconds,The sky was still blue. I noticed several commercial airliners in the sky. In front of one there was a star-like object.,5/24/1999,37.6922222,-97.3372222
5/11/1999 23:15,monroe,la,us,light,15,15 seconds,I was in my driveway and I happened to look up and I saw a bright ball of light pass overhead &#44 very low. It first made me think of a c,5/24/1999,32.5091667,-92.1191667
5/1/1949 14:00,oak ridge (drive),wv,us,other,40,40seconds,log shape whooshing object observed near charleston w.v.,3/19/2002,38.075,-81.1097222
5/1/1955 15:00,holbrook,ma,us,egg,60,1 minute,I turned around and over the trees was a large yellow object shaped like a football without the tips on the ends.,4/16/2005,42.155,-71.0091667
5/1/1956 12:00,canton,oh,us,cigar,120,2 minutes,At first the silver disc was stationary. As it moved across the sky&#44 it moved so rapidly&#44 it could not have been man made.,9/15/2005,40.7988889,-81.3786111
5/1/1957 12:00,canton,oh,us,cigar,180,3 minutes,Cigar shaped object is motionless for more than a minute&#44 then moves west at incomprhensible speed&#44 then out of sight.,4/27/2004,40.7988889,-81.3786111
5/1/1959 18:30,columbus,oh,us,light,180,2-3 min,Red-orange lights over seen motionless over Lockborne AFB-one vanished and one sped out of sight.,2/22/2002,39.9611111,-82.9988889
5/1/1960 20:00,tucson,az,us,light,300,4-5 minutes,Lights only&#44 no sound&#44 moving across the night sky&#44 then making a series of perfect right angle turns&#44 like plowing a field.,9/2/2005,32.2216667,-110.9258333
5/1/1961 22:00,auburn,wa,us,cigar,300,5 min,Grandmother saw a cigar shaped craft which she said was as long as the valley is wide.,11/20/2001,47.3075,-122.2272222
5/1/1964 22:00,orangevale,ca,us,light,300,five minutes,Chased by a single light - Sacramento&#44 CA 1964,6/18/2004,38.6786111,-121.2247222
5/1/1965 13:00,guernsey,wy,us,sphere,60,1 minute,Round&#44 silver object hovering overhead&#44 three witnesses,5/15/2006,42.2697222,-104.7411111
5/1/1965 15:30,york county (rural area),pa,us,oval,600,10 min,Day light sighting of burniched aluminum sauser,1/17/2004,39.9625,-76.7280556
5/1/1965 16:30,appelton,wi,NA,disk,300,5 minutes,Three country kids see circuler craft in plain light of day at near stones throw&#44 report it to authorietes.,7/30/2002,44.261931,-88.415385
5/1/1966 00:00,kent,wa,us,sphere,1200,20 minutes,Boeing testing a flying saucer,5/11/2005,47.3811111,-122.2336111
5/1/1966 17:00,michigan city,in,us,rectangle,1200,20 minutes,Rectangular ufo&#44 extremely large&#44 dark red&#44 metal shapes visible&#44 no noise&#44 seen on a clear sunny day.,12/12/2009,41.7075,-86.895
5/1/1967 12:00,enid,ok,us,disk,120,2 min.,Proof in MY MIND&#33&#33&#33,12/12/2009,36.3955556,-97.8780556
5/1/1967 21:00,maryville,tn,us,cigar,1800,20-30 min.,Star dancing UFO,10/30/2006,35.7563889,-83.9705556
5/1/1968 13:00,redfield,ia,us,cone,30,30 deconds,It was a nice day in may&#44  it stayed directly above the railroad track. I just stood there watching the whole thing.,3/8/2007,41.5894444,-94.1958333
5/1/1968 14:00,franconia notch (near),nh,NA,circle,3600,~1 hour,Landing site?,12/2/2013,44.152565,-71.679528
5/1/1969 05:00,youngstown,oh,us,disk,1800,30min,woke one morning and for no good reason went to back door and witness a saucer above trees and below on ground a small saucer a unknow,2/22/2002,41.0997222,-80.6497222
5/1/1969 12:00,san diego  (u. s. naval base),ca,us,oval,900,15min,were on lunch break from navy school. saw a small white cloud and then a object caom out of it. then another came out. then flew straig,10/19/1999,32.7152778,-117.1563889
5/1/1969 20:00,wheaton,md,us,disk,30,30 seconds,large saucer-shaped  object sighted in Wheaton&#44 MD in late 1960&#39s,1/29/2002,39.0397222,-77.0555556
5/1/1969 22:00,estill,sc,us,cigar,2700,45 minutes,shining object frightens SC family,2/14/2006,32.7547222,-81.2422222
5/1/1970 00:00,new york city (bronx),ny,us,other,300,5 minutes,Bronx&#44 NY : It was a  solid silver -colored pyramid&#44  spinning 100 feet above Public School 54&#39s yard,1/17/2004,40.7141667,-74.0063889
5/1/1970 00:00,new york city (p. s. 54),ny,us,other,180,3 ninutes,I and scores of others witness a silver pyramid spinning in place abourt 50 feet above the school yard.,1/17/2004,40.7141667,-74.0063889
5/1/1970 03:00,houston,tx,us,disk,600,5-10 minutes,Saucer flew over house in Houston,4/1/2001,29.7630556,-95.3630556
5/1/1970 14:30,oak ridge,tn,us,disk,300,3-5min.,I was standing in front of my house with my friends when the glint of something mettallic caught my eye.  I looked up and saw what I ca,4/15/2000,36.0102778,-84.2697222
5/1/1970 15:30,la grange,il,us,circle,30,30 seconds,Saucer sighting,5/15/2013,41.805,-87.8691667
5/1/1971 02:00,lewisburg,wv,us,triangle,900,15 minutes,I observed a triangular object hovering without sound for approximately 15 minutes during the night.,6/6/2000,37.8016667,-80.4458333
5/1/1971 19:00,cherokee,al,us,light,1200,20 mins,i was 13 when this event (i am 43 now ). we were returning home from visting friends when i was looking out  at the sky. i saw a bright,8/5/2001,34.7569444,-87.9727778
5/1/1972 01:00,new mexico (rural&#44 northern part of),nm,NA,unknown,600,5-10 minutes,Out of Body Experience not caused by drugs,1/31/2004,34.51994,-105.87009
5/1/1972 18:00,moline,il,us,sphere,900,10to15 minutes,Craft was spherical with windows turning&#44 going up and down not more than 25 feet of the ground.,4/25/2002,41.5066667,-90.515
5/1/1972 18:30,port penn,de,us,unknown,300,5 min,silver blue steaking object zips into center of starlight sky,3/16/2001,39.5166667,-75.5769444
5/1/1973 09:00,gaithersburg,md,us,disk,240,3-4 minutes,Disk-shaped object with sequentially-flashing green lights around the perimeter -- 5/73 -- flying low.,12/16/2005,39.1433333,-77.2016667
5/1/1973 14:00,brownfield,tx,us,light,5400,90 min,Silent &#44bright hovering light&#44 seemed to be teasing us&#44 for miles of desolate highway.,10/31/2008,33.1811111,-102.2738889
5/1/1973 20:00,rockville,md,us,other,120,2min`s,MY WIFE AND I WERE TO PICK UP MY MOTHER AT WORK IT WAS ON MARYLAND AVE.THAT WE SAW THE FIRST ONE IT WAS REALY BIG LIKE AN AIR PLANE I 7,7/11/2000,39.0838889,-77.1530556
5/1/1973 20:00,texas city,tx,us,disk,73800,2 1/2 hours,Bright Burning Light Half Oval Object and 2 1/2 hours of lost time Sighting in Texas City&#44 Texas May 1973  500 Lights On Object0: Yes,12/12/2009,29.3836111,-94.9025
5/1/1974 17:00,franklin,ky,us,oval,300,5 minutes,Round Disk,2/18/2013,36.7222222,-86.5772222
5/1/1975 02:40,alexandria,va,us,fireball,2,2 seconds,Pretty sure this was nothing other than a Meteor but it hit probaly a few miles from my house or thats the way it looked at least ..was,5/4/2004,38.8047222,-77.0472222
5/1/1975 17:00,reno,nv,us,disk,120,2 minutes,A disk shape hovering over my apartment building in broad daylight in a busy city.,1/3/2001,39.5297222,-119.8127778
5/1/1976 12:00,st. thomas,pa,us,diamond,120,couple minutes,2 craft seen for a couple minutes.,7/5/2005,39.9175,-77.7980556
5/1/1976 16:00,eastland,tx,us,NA,600,10 minutes,eagle shaped with detailed coloring,2/14/2006,32.4013889,-98.8172222
5/1/1976 20:00,coventry,ri,us,formation,180,3min,red orbs &#39dancing&#39 around a central orb,6/18/2004,41.7,-71.6833333
5/1/1976 22:00,lakewood,co,us,triangle,420,5-7 min,lighte object over lakewood Colorado. event  lasted almost 10 min.,11/28/2007,39.7047222,-105.0808333
5/1/1976 23:00,miami,fl,us,sphere,2400,40 minutes,Orange sphere with alternating sound&#44 30 feet in diameter,10/30/2006,25.7738889,-80.1938889
5/1/1977 00:00,jacksonville,ar,us,triangle,300,5 minutes,Luminious at a distance&#44 very fire like ( massive blaze&#44 orangish-red glow&#44 turning amber up close. Very quiet. Triangular shape&#44,2/18/2001,34.8661111,-92.11
5/1/1977 01:00,none,fl,NA,sphere,900,15 min,USS John F. Kennedy:  Fireball and siver object viewed from  U.S. Navy aircraft carrier,6/12/2007,28.14343,-81.44906
5/1/1977 17:00,yazoo city,ms,us,oval,3600,1hour?,Two oval crafts with amber colored lights seen in1977.,6/12/2002,32.855,-90.4055556
5/1/1977 19:00,bhandara (near nagpur) (india),NA,NA,fireball,15,15 seconds,Orange ball&#44 fast moving at low altitude with no sounds,7/5/2008,21.1667,79.65
5/1/1977 19:00,des plaines,il,us,oval,3600,1 hour,Grandma&#39s UFO,1/19/2005,42.0333333,-87.8833333
5/1/1977 19:00,palatine,il,us,oval,3600,1 hour,Oval shaped object flies over Palatine&#44 while it hoovers; over a private school called: Little City.,6/12/2002,42.1102778,-88.0341667
5/1/1977 20:25,winamuccha,nv,NA,cigar,70,1min 10 sec,I saw  a  vehicle from another planet in May of 1977&#44,8/7/2007,40.972958,-117.735685
5/1/1977 21:30,freeland,mi,us,other,240,3-4 min.,stelth looking object. No sound &amp; it hovered just 100-150 feet above us. Lights in a sequence on bottom.,2/18/2001,43.525,-84.1227778
5/1/1977 22:00,denver,co,us,light,1800,30min,two lazer like lights&#44 one 6-12 inches off the ground&#44 one dollar sized on the ground.,1/17/2004,39.7391667,-104.9841667
5/2/1977 00:00,bridgeport,ct,us,disk,1800,half an hour or more,The craft was HUGE&#33  Its diameter was big enough to fit a couple of good sized houses under it.  Had windows&#44 all the way around the to,10/19/1999,41.1669444,-73.2052778
5/1/1978 00:00,wrightstown,pa,us,light,900,15 minutes,I was contacted years ago by NICAP about a news story that was written about my experience in Bucks County Pennsylvania in either 1978,6/4/2004,40.2666667,-74.9836111
5/1/1978 18:00,big bear lake,ca,us,disk,300,5 minutes,Disk / cigar object hovering east of Big Bear Lake&#44 CA,8/5/2001,34.2438889,-116.9105556
5/1/1979 21:00,gainesville,fl,us,fireball,600,10 minutes,Glowing light moves slowly&#44 hovers then shoots straight up into the sky and vanishes,6/12/2008,29.6513889,-82.325
5/1/1980 00:00,pittsburg,ca,us,oval,120,2 minutes,Saw bright white light coming from UFO&#44 that left our atmosphere possibly&#44 in Pittsburg&#44 CA.,4/16/2005,38.0280556,-121.8836111
5/1/1980 07:00,seattle,wa,us,disk,300,5 minutes,It was very shiny silver and 2 Army helicopters followed it.,7/8/2004,47.6063889,-122.3308333
5/1/1980 12:00,salt lake city,ut,us,cylinder,3600,about an hour,Something in the Sky over Sugarhouse Park&#44 Salt Lake City - Utah,4/27/2007,40.7608333,-111.8902778
5/1/1981 18:30,boulder,co,us,fireball,3,3 seconds,While walking south a large comet like object swept out of the sky and turned horizonel at about a thousand feet from the ground and he,2/16/1999,40.015,-105.27
5/1/1981 20:00,san diego,ca,us,triangle,3600,1 hour,I saw 5 UFO&#39s this night&#44 thanks to my girlfriend at the time who was connected to them. This was 1981.  She took me out to watch them.,1/28/1999,32.7152778,-117.1563889
5/1/1982 14:00,stuttgart/augsburg (germany),NA,NA,cylinder,2,2 seconds,I was driving south on the autobahn in Germany in the summer of 1982&#44 somewhere between Stuttgart and Augsburg.  Thick forest was on bo,12/23/2002,48.370545,10.89779
5/1/1982 20:00,piscataway,nj,us,disk,900,15 minutes,In May 1982&#44 I had a close up day light sightinh of a huge classic saucer shaped UFO. Neighbors also saw it. I reported it to the polic,3/8/2007,40.4991667,-74.3994444
5/1/1983 17:30,north kansas city,mo,us,other,120,2 minutes,Something Above Us that Day,12/12/2011,39.13,-94.5619444
5/1/1983 19:00,washington county (rural),ms,us,diamond,7200,2 hours,Diamond shaped craft sighting followed by missing time  500 Lights On Object0: Yes,3/19/2009,31.5786111,-91.2991667
5/1/1983 21:00,chesterfield,va,us,cylinder,300,2-5 minutes,The date of this sighting is unknown&#44 so I did best guess. This is among many many sightings I&#39ve had as a kid. This is the most memora,5/11/2005,37.3769444,-77.5061111
5/1/1984 18:00,joliet,il,us,circle,180,3 minutes,Driving with Mom and saw a grey disk hovering over trees on the corner of our street,8/7/2007,41.525,-88.0816667
5/1/1984 19:00,glen rose (malvern),ar,us,triangle,1200,20 minutes ?,This happened some years ago: I had taken my dog outside&#44 it was dark&#44 pm.  I noticed what I thought was a star&#44 the longer I looked&#44 I,5/11/2005,34.4555556,-92.7294444
5/1/1984 20:00,burnsville,mn,us,rectangle,300,5 mins.,Enormous Rectangle object with rows of red and white lights,6/9/2009,44.7677778,-93.2775
5/1/1985 13:00,harrisburg,nc,us,light,12,10-12 sec,Ultraviolent&#44High velocity&#44silent light emitting no vapor trail or atmospheric turbulence related vapor.,3/7/2000,35.3236111,-80.6561111
5/1/1985 13:00,milwaukee,wi,us,light,1200,20 minutes,This was many years ago but this is what I can remember. I walked up to an open field it was a nice clear day.,2/27/2014,43.0388889,-87.9063889
5/1/1985 14:00,santa cruz,ca,us,other,15,10-15 seconds,This took place at the campus of UC at Santa Cruz  ((NUFORC Note:  Possible sighting of YO-3A??  PD)),5/11/2005,36.9741667,-122.0297222
5/1/1985 17:00,north miami,fl,us,circle,45,45 seconds,3 Large circular objects over North Miami,2/14/2008,25.8897222,-80.1869444
5/1/1985 19:00,grand island,ne,us,sphere,30,20 - 30 seconds,I was a hovering sphere over the corn field near my house.,6/12/2008,40.925,-98.3416667
5/1/1985 20:30,lanett,al,us,light,10,10 seconds,It came&#44 it saw &#44 it left but where did it go or come from?,8/24/2010,32.8686111,-85.1905556
5/1/1985 21:00,wiseman&#39s view (brown mountain),nc,NA,circle,120,2 minutes,A large bright light like the moon. But down in the woods.,11/2/2004,35.903869,-81.904964
5/1/1986 19:00,bensalem,pa,us,formation,7200,2 hours,3 &quot;stars&quot; over bensalem spun away,10/31/2008,40.1044444,-74.9516667
5/1/1986 21:00,vine grove,ky,us,oval,5400,1.5hrs,My mother brother and friend were in the back yard looking around at the sky&#44 why&#44 at that point I had no Idea they told me they (broth,7/15/2005,37.81,-85.9813889
5/1/1987 23:00,winslow,me,us,unknown,900,15 minutes,This sighting happened beck in the 80&#39S in winslow maine. I was about 7 or 8 and my brother was about 10 or 11. one night i snuck into,6/3/2010,44.5469444,-69.6216667
5/1/1988 16:00,cleveland,oh,us,circle,180,2-3min,THREE ROUND SILVER CIRCLES&#44 THEY JUST HUNG IN THE AIR&#44 THEY STAYED STILL FOR A COUPLE OF MIN THEN DISAPPEARED. THE THREE SILVER CIRCLE,2/18/2001,41.4994444,-81.6955556
5/1/1988 21:00,houston,tx,us,unknown,1,1 second,We saw a lsilent ight in the sky that disappeard as soon as we noticed.,4/3/2011,29.7630556,-95.3630556
5/1/1988 21:00,ray center,mi,us,disk,180,3 minutes,I would be the most famous person in the world if I had only had a camera&#33,12/2/2000,42.7616667,-82.9013889
5/1/1989 17:00,lemoore/i-5 corridor,ca,NA,other,900,15 minutes,Lemoore/I-5 corridor&#44 red light with many planes flying around the object.  Moved quickly to the west.,4/27/2004,32.752652,-117.11618
5/1/1989 22:00,golden shores/topock,az,NA,formation,600,10 minutes,Constellation above us began to move toward the Phoenix&#44AZ direction at a slow pace&#44 no noise. Looked as far away as other stars. Disap,6/23/1999,34.776644,-114.482795
5/1/1989 22:00,palo,ia,us,light,60,1 minute,A bright light floated slowly ( and silently) over the barn.,2/18/2001,42.0661111,-91.7952778
5/1/1990 13:00,east windsor,nj,NA,teardrop,600,10 minutes,Shiny&#44 black teardrop shaped craft that moved horizontally and vertically before zooming away diagonally.,4/27/2007,40.267754,-74.540251
5/1/1990 20:00,kingman,az,us,flash,300,5 min,Comet in Kingman?,5/11/2005,35.1894444,-114.0522222
5/1/1990 20:30,new castle,pa,us,light,900,15 minutes,Basball size ball of light moves 6 inches over car and up windshield.,1/17/2004,41.0036111,-80.3472222
5/1/1991 01:00,new york city (brooklyn),ny,us,circle,300,5 minutes,In the summer of 1991 around the months of May to September&#44 the New York Post had a small paragragh printed&#44 that anyone who thought t,11/28/2007,40.7141667,-74.0063889
